,age,monthly_revenue,debt_ratio,rated_exposure,serious_delinquencies_in_past_2_years,composite_overdue
13827,63,5166.0,3068.0,0.0,0,30
13828,41,4163.0,0.006964,0.0,0,0
13829,48,9666.0,0.121444,1.0,0,0
13830,30,6400.0,0.080456,2.0,0,0
13831,67,3749.0,0.122133,0.0,0,30
13832,83,5166.0,1754.0,0.0,0,0
13833,76,2300.0,0.04259,0.0,0,0
13834,64,3600.0,0.325743,0.0,0,0
13835,68,9855.0,0.594054,0.0,0,0
13836,53,5166.0,856.0,0.0,0,0
13837,40,5586.0,0.365491,2.0,0,0
13839,45,0.0,555.0,0.0,0,0
13840,50,3876.0,0.498066,0.0,0,0
13841,64,5166.0,1285.0,0.7896281800391389,0,0
13842,83,5166.0,0.0,0.0,0,0
13843,62,5166.0,975.0,0.0,0,60
13844,45,8940.0,0.334526,2.0,0,90
13845,62,3600.0,0.31519,1.0,0,0
13846,24,2500.0,0.139144,0.0,0,0
13847,55,5166.0,1976.0,0.0,0,0
13848,44,3066.0,0.153896,3.0,0,0
13849,31,1765.0,0.258777,0.0,0,0
13850,40,8750.0,0.244543,0.0,0,420
13851,50,6000.0,0.09765,0.0,0,0
13852,57,2200.0,0.01045,4.0,0,30
13853,63,4867.0,0.579293,0.0,0,0
13854,69,7083.0,0.015246,0.0,0,0
13855,58,1959.0,0.271429,2.0,0,0
13856,45,10000.0,0.307369,3.0,0,0
13857,50,5556.0,0.096995,2.0,0,180
13858,43,10938.0,0.638815,3.0,0,0
13859,57,8168.0,0.561023,0.0,0,0
13860,46,6250.0,0.9976,2.0,0,0
13861,70,5000.0,0.134773,0.0,0,0
13862,68,0.0,990.0,0.0,0,30
13863,35,5166.0,405.0,0.7896281800391389,0,0
13864,58,4000.0,0.188953,0.0,0,0
13865,62,3390.0,0.650546,0.0,0,0
13866,44,5166.0,50.0,0.0,0,0
13867,51,6200.0,0.386712,2.0,0,0
13868,73,5166.0,34.0,0.0,0,0
13869,60,2435.0,0.247537,1.0,0,30
13870,76,3324.0,0.011729,1.0,0,0
13871,32,1700.0,0.203998,0.0,0,0
13872,60,10500.0,0.292353,0.0,0,30
13873,62,3135.0,0.368304,0.0,0,0
13874,54,5166.0,7.0,0.7896281800391389,0,0
13875,54,4500.0,0.58076,0.0,0,0
13876,67,5166.0,291.0,0.0,0,0
13877,38,6200.0,0.15304,0.0,0,0
13878,45,5210.0,0.12819,3.0,0,90
13879,24,2650.0,0.0,1.0,0,0
13880,55,8307.0,0.214733,2.0,0,0
13881,61,1868.0,0.94489,0.0,0,0
13882,69,5166.0,3090.0,1.0,0,0
13883,37,3600.0,1.229381,2.0,0,30
13884,62,5166.0,13.0,0.7896281800391389,0,0
13885,52,5166.0,1594.0,0.7896281800391389,0,0
13886,33,5167.0,0.142802,1.0,0,0
13887,49,6817.0,0.314315,0.0,0,0
13888,59,5166.0,6966.0,0.0,0,0
13889,49,3750.0,0.373767,0.0,0,0
13890,35,2616.0,1.325946,0.0,0,0
13891,89,2000.0,0.038481,0.0,0,0
13892,81,5166.0,0.0,0.0,0,0
13893,35,5300.0,0.006037,0.0,0,0
13894,56,5166.0,3217.0,0.7896281800391389,0,0
13895,53,1804.0,0.27036,0.0,0,0
13896,65,14582.0,0.106974,3.0,0,0
13897,21,900.0,0.0,0.0,0,0
13898,50,6408.0,0.117023,2.0,0,0
13899,63,5000.0,0.005999,0.0,0,0
13900,71,9941.0,0.238081,0.0,0,0
13901,62,8299.0,0.156265,0.0,0,0
13902,65,25000.0,0.323987,0.0,0,0
13903,47,11250.0,0.132077,0.0,0,0
13904,53,6800.0,0.319953,2.0,0,0
13905,69,5166.0,2080.0,0.0,0,0
13906,37,4500.0,0.528771,0.0,0,0
13907,50,3500.0,0.017138,2.0,0,0
13908,63,4333.0,0.599677,0.0,0,0
13909,60,12400.0,0.249415,1.0,0,0
13910,49,8890.0,0.556743,2.0,0,0
13911,32,1414.0,0.007774,0.0,0,0
13912,40,8917.0,0.0,0.0,0,0
13913,51,5166.0,1891.0,0.0,0,0
13914,48,10578.0,0.16788,3.0,0,0
13915,52,5166.0,2189.0,2.0,0,0
13916,52,0.0,5373.0,0.0,0,0
13917,75,5166.0,1.0,0.0,0,0
13918,43,9500.0,0.16914,2.0,0,0
13919,40,10700.0,0.471451,1.0,0,0
13920,72,3433.0,0.370122,0.0,0,0
13921,53,5166.0,2292.0,0.0,0,30
13922,26,900.0,0.54828,1.0,0,0
13923,47,3306.0,0.533112,1.0,0,30
13924,66,5166.0,3680.0,0.0,0,0
13925,61,2600.0,0.114571,0.0,0,150
13926,41,7826.0,0.011754,4.0,0,0
13927,40,5000.0,0.074985,2.0,0,0
13928,66,6655.0,0.304688,0.0,0,0
13929,44,12584.0,0.441001,3.0,0,0
13930,39,9032.0,0.3909,1.0,0,60
13931,50,10750.0,0.214306,3.0,0,0
13932,70,4000.0,0.07873,2.0,0,0
13933,42,9555.0,0.179468,0.0,0,0
13934,68,5166.0,1479.0,0.0,0,120
13935,45,5896.0,0.321859,2.0,0,0
13936,42,10950.0,0.028673,0.0,0,120
13937,58,5166.0,1371.0,0.0,0,0
13938,65,5000.0,0.019596,0.0,0,0
13939,59,5752.0,0.70989,1.0,0,0
13940,29,2600.0,0.105729,1.0,0,90
13941,53,5166.0,10.0,0.0,0,0
13942,23,820.0,0.056029,0.0,0,0
13943,44,5000.0,1.455509,1.0,0,0
13944,74,5166.0,11.0,0.0,0,0
13945,63,5166.0,960.0,0.0,0,0
13946,41,4243.0,0.222903,2.0,0,0
13947,59,4800.0,0.128515,0.0,0,30
13948,36,984.0,0.116751,3.0,0,270
13949,68,7000.0,0.056992,0.0,0,0
13950,61,3400.0,0.575125,0.0,0,0
13951,71,8061.0,0.326842,0.0,0,0
13952,44,10457.0,0.498566,2.0,0,0
13953,49,5166.0,1272.0,0.0,0,0
13954,55,10278.0,0.751532,0.0,0,0
13955,42,9083.0,0.228314,0.0,0,0
13956,55,8660.0,0.0112,0.0,0,0
13957,45,8425.0,0.370401,3.0,0,0
13958,60,6666.0,0.323834,1.0,0,60
13959,62,11439.0,0.183829,1.0,0,60
13960,38,5166.0,957.0,0.0,0,0
13961,31,15000.0,0.235051,0.0,0,0
13962,69,3115.0,0.157253,0.0,0,0
13964,66,5166.0,2024.0,0.0,0,0
13965,42,5166.0,1141.0,0.0,0,0
13966,40,5800.0,0.271505,1.0,0,0
13967,80,5166.0,943.0,1.0,0,0
13968,66,5166.0,0.0,0.0,0,0
13969,71,5166.0,81.0,0.0,0,0
13970,60,5166.0,3724.0,0.0,0,30
13971,48,5166.0,48.0,0.0,0,0
13972,37,7400.0,0.405756,3.0,0,0
13973,44,11000.0,0.522134,1.0,0,0
13974,58,5166.0,1284.0,0.0,0,0
13975,42,5166.0,1508.0,0.0,0,0
13976,55,5731.0,0.731856,0.0,0,0
13977,37,3333.0,0.088482,0.0,0,0
13978,61,5500.0,0.694056,0.0,0,0
13979,39,6000.0,0.395601,1.0,0,60
13980,48,5783.0,0.774896,1.0,0,0
13981,37,4885.0,0.442284,0.0,0,30
13982,62,0.0,214.0,0.0,0,0
13983,42,5516.0,0.186514,0.0,0,0
13984,53,10000.0,0.50005,1.0,0,0
13985,64,3746.0,0.097144,0.0,0,0
13986,71,5166.0,75.0,0.0,0,0
13988,30,4200.0,0.040229,0.0,0,0
13989,68,3417.0,0.228496,0.0,0,0
13990,76,3150.0,0.46271,0.0,0,0
13991,67,4100.0,0.39722,0.0,0,0
13992,33,5000.0,0.108778,0.0,0,30
13993,50,8750.0,0.404297,2.0,0,0
13994,68,3800.0,0.27256,0.0,0,30
13995,67,5584.0,0.011638,0.0,0,0
13996,52,7000.0,0.453364,2.0,0,0
13997,70,6586.0,0.192956,0.0,0,0
13998,50,12750.0,0.284448,0.0,0,0
13999,85,3000.0,0.002666,1.0,0,0
14000,68,5166.0,104.0,0.0,0,0
14001,61,5166.0,837.0,0.0,0,0
14002,40,1200.0,2.295587,2.0,0,0
14003,67,16166.0,0.552545,0.0,0,0
14004,60,5166.0,4070.0,1.0,0,0
14005,27,3300.0,0.242654,1.0,0,0
14006,55,5166.0,1569.0,0.0,0,0
14007,26,4000.0,0.102224,0.0,0,0
14008,50,6500.0,0.533303,0.0,0,0
14009,37,7592.0,0.327143,1.0,0,30
14010,63,4700.0,0.132312,3.0,0,0
14011,42,10130.0,0.136907,2.0,0,120
14012,36,1500.0,0.0,0.0,0,0
14013,75,6500.0,0.145824,0.0,0,0
14014,63,6184.0,0.809863,0.0,0,30
14015,31,2668.0,0.306482,0.0,0,0
14016,49,5050.0,0.532964,1.0,0,0
14017,65,9500.0,0.420587,0.0,0,0
14018,43,3000.0,0.425525,2.0,0,0
14019,50,17333.0,0.169609,3.0,0,0
14020,63,10500.0,0.213884,0.0,0,0
14021,45,5166.0,5267.0,0.0,0,0
14022,61,5166.0,1332.0,2.0,0,0
14023,51,8100.0,0.134181,1.0,0,90
14024,55,5166.0,1575.0,0.0,0,0
14025,52,4164.0,0.030012,0.0,0,0
14026,51,12406.0,0.305956,2.0,0,0
14028,50,4446.0,0.244659,0.0,0,0
14029,30,3500.0,0.541274,2.0,0,0
14030,60,6800.0,0.396412,1.0,0,0
14031,34,11000.0,0.571584,0.0,0,0
14032,72,5000.0,0.0018,0.0,0,0
14033,32,5166.0,18.0,0.0,0,30
14034,56,16900.0,0.471747,3.0,0,0
14035,47,5166.0,2327.0,1.0,0,90
14036,52,19200.0,0.263007,1.0,0,0
14037,54,20000.0,0.133793,2.0,0,0
14038,54,1500.0,1.52565,0.0,0,30
14039,63,4125.0,0.23364,0.0,0,0
14040,34,7300.0,0.257773,0.0,0,0
14041,66,8889.0,0.170641,0.0,0,0
14042,23,1700.0,0.119342,0.0,0,0
14043,31,2500.0,0.009596,0.0,0,0
14044,52,5166.0,823.0,0.0,0,0
14045,54,7916.0,0.176329,0.0,0,0
14046,72,3200.0,0.004998,0.0,0,0
14047,46,4000.0,0.689078,0.0,0,0
14048,85,5000.0,0.0018,0.0,0,0
14049,70,3333.0,0.003299,0.0,0,0
14050,25,4000.0,0.067983,0.0,0,30
14051,36,3400.0,0.26698,0.0,0,120
14052,69,4436.0,0.318008,0.0,0,30
14053,76,5166.0,1017.0,1.0,0,0
14054,47,4600.0,0.154749,1.0,0,30
14055,46,8500.0,0.332902,4.0,0,0
14056,64,2741.0,0.07841,0.0,0,120
14057,51,5847.0,0.352599,0.0,0,30
14058,32,8441.0,0.442312,0.0,0,0
14059,37,9575.0,0.799708,2.0,0,0
14060,46,3750.0,0.189549,1.0,0,150
14061,75,5253.0,0.27598,0.0,0,0
14063,54,4975.0,0.686495,0.0,0,60
14064,58,5100.0,0.443442,0.0,0,30
14065,26,5000.0,0.031594,0.0,0,0
14066,54,4765.0,0.242551,0.0,0,0
14067,89,5166.0,32.0,0.0,0,0
14068,36,6600.0,0.579003,2.0,0,120
14069,50,10000.0,0.236176,2.0,0,0
14070,73,3272.0,0.303391,0.0,0,0
14071,67,8000.0,0.276215,0.0,0,0
14072,37,39300.0,0.183303,0.0,0,0
14073,57,7581.0,0.260353,1.0,0,0
14074,64,4691.0,0.018968,0.0,0,0
14075,92,3785.0,0.273111,1.0,0,0
14076,53,5166.0,3854.0,0.0,0,0
14077,67,6000.0,0.407765,0.0,0,0
14078,43,7114.0,0.084188,2.0,0,0
14079,48,5541.0,0.068206,0.0,0,0
14080,31,7200.0,0.53687,2.0,0,0
14081,70,5166.0,1700.0,0.0,0,0
14082,57,3000.0,0.625791,0.0,0,0
14083,67,5166.0,1795.0,0.0,0,0
14084,48,3333.0,0.257948,0.0,0,0
14085,56,8784.0,0.289015,0.0,0,0
14086,49,3166.0,0.003158,1.0,0,0
14087,36,5797.0,0.126423,0.0,0,30
14088,55,12833.0,0.250117,4.0,0,0
14089,51,5733.0,0.006278,0.0,0,0
14090,50,14000.0,0.329262,0.0,0,0
14091,51,1.0,1066.0,2.0,0,0
14092,43,5750.0,0.525822,2.0,0,0
14093,42,5166.0,4861.0,0.0,0,0
14095,51,4577.0,0.392093,0.0,0,0
14096,58,7300.0,0.413094,1.0,0,0
14097,45,5166.0,3294.0,0.0,0,0
14098,37,6388.0,0.195962,3.0,0,30
14099,52,5166.0,4168.0,0.7896281800391389,0,0
14100,52,5166.0,126.0,0.7896281800391389,0,0
14101,59,5166.0,2311.0,0.0,0,120
14102,59,2584.0,0.314507,0.0,0,0
14103,81,5166.0,29.0,0.0,0,0
14104,31,8453.0,0.470428,0.0,0,0
14105,64,4500.0,0.336148,2.0,0,240
14106,59,3500.0,0.00914,0.0,0,0
14107,74,5166.0,1590.0,0.0,0,0
14108,33,4641.0,0.701206,0.0,0,0
14109,57,4750.0,0.294043,0.0,0,90
14110,36,7833.0,0.236788,3.0,0,0
14111,62,3000.0,0.232922,2.0,0,0
14112,57,2133.0,0.25492,0.0,0,60
14113,69,3333.0,0.465207,0.0,0,0
14114,68,6529.0,0.162175,0.0,0,0
14115,33,1508.0,1.2167,1.0,0,0
14116,63,6972.0,0.262441,0.0,0,0
14117,27,2451.0,0.262235,0.0,0,0
14119,48,3083.0,0.013943,4.0,0,0
14120,59,6166.0,0.305173,0.0,0,0
14121,80,2232.0,0.0,0.0,0,0
14122,57,2083.0,0.15547,0.0,0,0
14123,38,3333.0,0.246551,0.0,0,180
14124,53,8611.0,0.077102,3.0,0,0
14125,69,5500.0,0.374659,1.0,0,0
14126,51,4000.0,0.144214,0.0,0,0
14127,33,6300.0,0.042057,0.0,0,0
14128,61,5166.0,325.0,0.0,0,0
14129,76,5166.0,1536.0,0.0,0,0
14130,44,25000.0,0.24183,2.0,0,0
14131,60,4501.0,1.34207,1.0,0,60
14132,33,5166.0,1008.0,0.0,0,0
14133,53,1586.0,0.844991,0.0,0,0
14134,32,6400.0,0.355257,0.0,0,0
14135,44,5416.0,0.348163,1.0,0,0
14136,35,3900.0,0.264548,0.0,0,0
14137,36,5166.0,2766.0,0.7896281800391389,0,0
14138,53,0.0,2680.0,0.0,0,0
14139,63,9846.0,0.312481,0.0,0,30
14140,23,5166.0,0.0,0.7896281800391389,0,0
14141,61,0.0,1972.0,0.0,0,0
14142,52,9000.0,0.427508,1.0,0,0
14143,57,5500.0,0.283039,0.0,0,90
14144,32,3041.0,0.264957,0.0,0,270
14145,36,2450.0,0.152999,3.0,0,60
14146,33,7750.0,0.263579,1.0,0,0
14147,80,10000.0,0.041496,1.0,0,0
14148,61,10416.0,0.121244,0.0,0,0
14149,49,10300.0,0.226289,0.0,0,0
14150,60,11000.0,0.230252,2.0,0,30
14151,32,3500.0,0.005427,1.0,0,0
14152,62,10245.0,0.211888,1.0,0,0
14153,46,6400.0,0.224809,4.0,0,0
14154,47,5166.0,28.0,0.0,0,0
14155,42,3333.0,0.506299,0.0,0,0
14156,44,2666.0,0.269591,1.0,0,30
14157,43,5166.0,1268.0,1.0,0,0
14158,40,1200.0,0.407161,0.0,0,0
14159,59,5808.0,0.454984,1.0,0,0
14160,35,7766.0,0.239603,1.0,0,0
14161,50,16600.0,0.118607,0.0,0,0
14162,24,5166.0,0.0,0.0,0,0
14163,29,5166.0,479.0,0.0,0,60
14164,63,5000.0,0.012597,0.0,0,0
14165,43,3500.0,0.787489,2.0,0,0
14166,80,16666.0,0.124498,0.0,0,0
14167,62,3000.0,0.001999,0.0,0,0
14168,35,5166.0,401.0,0.0,0,0
14169,39,3500.0,0.116824,0.0,0,0
14170,67,10783.0,0.396142,1.0,0,0
14171,24,1600.0,0.004372,1.0,0,0
14172,81,3900.0,1.195335,0.0,0,0
14173,49,16666.0,0.109258,0.0,0,90
14175,82,1644.0,0.114286,0.0,0,0
14176,52,1.0,789.0,0.0,0,0
14177,63,15971.0,0.331768,0.0,0,0
14178,36,15916.0,0.558271,0.0,0,0
14179,32,7500.0,0.206906,0.0,0,0
14180,34,3300.0,0.232657,0.0,0,0
14181,30,3933.0,0.433147,1.0,0,0
14182,44,3000.0,0.26891,0.0,0,0
14183,30,0.0,1101.0,0.0,0,0
14184,78,7803.0,0.057663,0.0,0,0
14185,41,5658.0,0.710903,1.0,0,30
14186,49,4000.0,0.364659,0.0,0,30
14187,49,5166.0,2648.0,0.0,0,0
14188,88,4416.0,0.073353,1.0,0,0
14189,79,6582.0,0.191554,0.0,0,0
14190,64,7404.0,0.633221,0.0,0,0
14191,54,0.0,2220.0,1.0,0,0
14192,56,2400.0,0.009579,0.0,0,0
14193,55,4200.0,0.850512,0.0,0,0
14194,54,5150.0,0.450398,3.0,0,0
14195,78,5166.0,62.0,0.0,0,0
14196,43,7200.0,0.379947,1.0,0,0
14197,35,4000.0,0.311672,3.0,0,0
14198,45,7216.0,0.211584,0.0,0,0
14199,57,5770.0,0.372899,1.0,0,0
14200,50,5166.0,3041.0,0.0,0,0
14201,63,16023.0,0.004244,0.0,0,0
14202,50,8226.0,0.355415,0.0,0,0
14203,62,8737.0,0.529526,1.0,0,0
14204,64,5166.0,418.0,0.0,0,0
14205,77,2085.0,0.455417,0.0,0,30
14206,33,5166.0,5395.0,0.0,0,0
14207,65,8532.0,0.310793,0.0,0,0
14208,64,4164.0,0.07539,0.0,0,0
14209,55,5695.0,0.271945,0.0,0,0
14210,38,6556.0,0.318286,0.0,0,0
14211,42,3980.0,0.0,1.0,0,0
14212,36,5166.0,74.0,0.0,0,0
14213,75,10000.0,0.616438,0.0,0,30
14214,59,18582.0,0.215789,0.0,0,0
14215,56,5166.0,255.0,0.0,0,0
14216,68,14206.0,0.376364,0.0,0,0
14217,49,12166.0,0.514589,0.0,0,0
14218,55,1800.0,0.200444,1.0,0,0
14219,61,1166.0,1.865467,0.0,0,0
14220,32,7500.0,0.006266,0.0,0,0
14221,59,5166.0,2194.0,0.0,0,0
14222,34,5166.0,122.0,0.7896281800391389,0,0
14223,43,5166.0,3674.0,0.0,0,0
14224,46,4000.0,0.237691,4.0,0,0
14225,50,5166.0,1483.0,0.0,0,180
14226,53,2500.0,0.312275,0.0,0,0
14227,46,4780.0,0.227567,1.0,0,0
14228,71,1692.0,0.482575,0.0,0,0
14229,32,3050.0,0.53884,1.0,0,30
14230,54,5166.0,1256.0,0.7896281800391389,0,30
14231,58,9200.0,0.071731,1.0,0,0
14232,57,2916.0,0.128557,0.0,0,0
14233,69,600.0,2.923461,0.0,0,0
14234,72,5166.0,2180.0,0.0,0,0
14235,59,3950.0,0.165022,0.0,0,0
14236,77,2725.0,0.012472,0.0,0,0
14237,67,10500.0,0.003428,0.0,0,0
14238,58,11789.0,0.364801,1.0,0,0
14239,44,6500.0,0.311952,3.0,0,60
14240,35,5000.0,0.653669,0.0,0,30
14241,59,2000.0,0.290355,1.0,0,0
14242,53,3500.0,0.305341,4.0,0,0
14243,47,4166.0,0.234221,0.0,0,0
14244,52,5000.0,0.384923,2.0,0,0
14245,85,5166.0,1.0,0.0,0,0
14246,62,5166.0,42.0,0.0,0,0
14247,46,6500.0,0.546377,2.0,0,210
14248,83,5166.0,19.0,0.0,0,0
14249,57,5166.0,2616.0,0.0,0,0
14250,69,5166.0,717.0,0.0,0,0
14251,59,5166.0,1408.0,3.0,0,0
14252,39,3000.0,0.342886,4.0,0,0
14253,40,3316.0,0.432017,1.0,0,0
14254,80,1001.0,0.217565,0.0,0,0
14255,48,5166.0,186.0,1.0,0,0
14256,35,3500.0,0.342188,0.0,0,0
14257,43,5166.0,822.0,0.0,0,30
14258,28,2800.0,0.343806,0.0,0,0
14259,43,3500.0,0.181948,0.0,0,0
14260,67,3001.0,0.841106,0.0,0,0
14261,82,5200.0,0.003269,0.0,0,0
14262,38,3325.0,0.167468,0.0,0,0
14263,48,5166.0,22.0,0.0,0,0
14264,60,2000.0,0.452774,0.0,0,60
14265,46,11645.0,0.241456,2.0,0,0
14266,46,6250.0,0.354823,1.0,0,0
14267,51,10716.0,0.21088,3.0,0,30
14268,46,3466.0,0.560427,0.0,0,0
14269,58,3000.0,0.299567,0.0,0,0
14270,62,1.0,80.0,0.0,0,0
14271,33,3000.0,0.51916,2.0,0,0
14272,71,3380.0,0.821946,0.0,0,0
14273,44,10000.0,0.367863,3.0,0,90
14274,34,5166.0,498.0,0.0,0,0
14275,60,5166.0,3107.0,0.7896281800391389,0,0
14276,58,3933.0,0.21759,1.0,0,0
14277,32,8150.0,0.158508,2.0,0,0
14278,54,5166.0,5268.0,2.0,0,0
14279,38,5700.0,0.002807,0.0,0,90
14280,36,12000.0,0.307724,1.0,0,0
14281,30,4461.0,0.468624,0.0,0,0
14282,63,8000.0,0.279465,0.0,0,0
14283,35,5083.0,0.688238,0.0,0,0
14284,67,13775.0,0.127033,0.0,0,0
14285,56,5166.0,346.0,0.0,0,0
14286,28,5025.0,0.082969,0.0,0,0
14287,32,1700.0,0.879483,0.0,0,0
14288,45,9483.0,0.244306,0.0,0,0
14289,65,5580.0,0.461566,0.0,0,120
14290,79,5166.0,0.0,0.0,0,0
14291,57,13441.0,0.137926,0.0,0,0
14292,57,5166.0,21.0,0.0,0,0
14293,39,8156.0,0.214907,1.0,0,150
14294,49,7520.0,0.013961,3.0,0,30
14295,59,12403.0,0.305869,3.0,0,0
14296,41,8300.0,0.089989,0.0,0,0
14297,54,6833.0,0.016242,1.0,0,0
14298,74,5166.0,0.0,0.7896281800391389,0,0
14299,70,7500.0,0.261165,0.0,0,0
14300,54,3175.0,0.178841,1.0,0,0
14301,41,0.0,3006.0,2.0,0,0
14302,47,8920.0,0.237305,1.0,0,0
14303,85,5166.0,0.0,0.0,0,0
14304,60,6516.0,0.324536,1.0,0,0
14305,49,21000.0,0.19761,1.0,0,90
14306,65,12500.0,0.155268,0.0,0,0
14307,69,4310.0,0.169102,1.0,0,0
14308,68,6000.0,0.245626,0.0,0,0
14309,40,3036.0,0.14027,0.0,0,0
14310,43,10433.0,0.334196,2.0,0,60
14311,51,1158.0,0.931838,0.0,0,30
14312,34,4500.0,0.45812,0.0,0,0
14313,35,30000.0,0.090297,1.0,0,0
14314,52,1000.0,1.488511,1.0,0,0
14315,71,8000.0,0.465317,2.0,0,0
14316,49,5166.0,1047.0,0.0,0,0
14317,59,5166.0,899.0,0.7896281800391389,0,0
14318,26,1500.0,0.122585,0.0,0,0
14319,85,450.0,0.046563,0.0,0,0
14320,40,5166.0,6701.0,4.0,0,30
14321,63,3451.0,0.535632,0.0,0,0
14322,37,3000.0,0.077641,1.0,0,0
14323,62,0.0,491.0,0.0,0,0
14324,58,7200.0,0.110401,0.0,0,0
14325,48,13333.0,0.340183,1.0,0,0
14326,58,10500.0,0.076278,0.0,0,0
14327,51,5166.0,3587.0,0.0,0,0
14328,61,12825.0,0.337206,1.0,0,30
14329,62,1750.0,0.721873,0.0,0,0
14330,51,6666.0,0.421629,4.0,0,0
14331,45,6499.0,0.134769,0.0,0,0
14332,57,5166.0,5562.0,2.0,0,0
14333,58,9583.0,0.0,0.0,0,0
14334,46,8000.0,0.659293,4.0,0,30
14335,52,1268.0,1.103231,0.0,0,0
14336,51,6000.0,0.094484,0.0,0,0
14337,37,9500.0,0.489527,1.0,0,30
14338,72,4062.0,0.652966,0.0,0,0
14339,48,5478.0,0.346779,2.0,0,0
14340,57,12666.0,0.190574,1.0,0,0
14341,63,7250.0,0.380361,0.0,0,0
14342,53,3900.0,0.305563,0.0,0,60
14343,70,5166.0,221.0,0.0,0,0
14344,58,5166.0,2661.0,2.0,0,0
14345,40,6429.0,0.222862,0.0,0,0
14346,34,4775.0,0.100293,2.0,0,0
14347,54,5910.0,0.506513,2.0,0,90
14348,48,9416.0,0.371031,3.0,0,0
14349,28,4500.0,0.141302,0.0,0,300
14350,58,5166.0,2469.0,0.0,0,0
14351,48,7622.0,0.236915,0.0,0,0
14352,74,5166.0,34.0,0.0,0,0
14353,45,9000.0,0.145984,1.0,0,60
14354,56,14000.0,0.339333,3.0,0,0
14355,47,4000.0,0.306673,2.0,0,0
14356,53,5166.0,2748.0,0.0,0,30
14357,57,9167.0,0.482439,0.0,0,0
14358,58,1184.0,0.176371,0.0,0,0
14359,37,2345.0,0.27451,2.0,0,30
14360,83,1200.0,0.079933,0.0,0,0
14361,69,2916.0,0.113473,0.0,0,0
14362,68,5166.0,962.0,0.0,0,450
14363,69,6000.0,0.346109,1.0,0,0
14364,33,3000.0,0.21926,0.0,0,0
14365,67,9200.0,0.18411,1.0,0,0
14366,62,4515.0,0.38264,0.0,0,30
14367,76,5833.0,0.531368,0.0,0,0
14368,23,5166.0,289.0,0.0,0,0
14369,25,5166.0,560.0,0.0,0,0
14370,81,6666.0,1.239238,1.0,0,0
14371,34,1400.0,1.681656,3.0,0,0
14372,73,8587.0,0.635538,0.0,0,0
14373,71,5166.0,1591.0,0.0,0,0
14374,41,4641.0,0.587462,2.0,0,0
14375,45,6000.0,0.761873,2.0,0,0
14376,79,5166.0,31.0,0.0,0,0
14377,63,5166.0,399.0,1.0,0,0
14378,79,4600.0,0.272332,0.0,0,0
14379,46,10000.0,0.179682,3.0,0,0
14380,71,5166.0,2221.0,0.0,0,0
14381,46,10000.0,0.423558,3.0,0,0
14382,46,25000.0,0.224751,0.0,0,0
14383,65,2280.0,0.342394,1.0,0,0
14384,77,1900.0,0.269858,0.0,0,0
14385,35,2100.0,0.405045,0.0,0,0
14386,61,9812.0,1.211352,1.0,0,0
14387,82,7800.0,0.263812,0.0,0,30
14388,37,4032.0,0.10662,2.0,0,30
14390,44,3600.0,0.379617,1.0,0,0
14391,73,6940.0,2.347356,1.0,0,90
14392,49,6400.0,0.328699,0.0,0,0
14393,48,5892.0,0.240285,0.0,0,0
14394,31,3000.0,0.289903,0.0,0,30
14395,40,7000.0,0.123839,0.0,0,0
14396,54,1000.0,0.501499,2.0,0,90
14397,58,1525.0,0.201835,0.0,0,0
14398,64,4200.0,0.670079,0.0,0,30
14399,67,5166.0,367.0,0.0,0,0
14400,72,4583.0,0.341841,0.0,0,0
14401,64,5166.0,839.0,0.0,0,0
14402,74,5166.0,2740.0,0.0,0,30
14403,44,8300.0,0.563185,3.0,0,90
14404,61,5166.0,5281.0,0.0,0,0
14405,44,4580.0,0.379393,0.0,0,0
14406,48,3753.0,0.609217,0.0,0,0
14407,44,4220.0,0.231225,3.0,0,0
14408,51,14000.0,0.202057,4.0,0,0
14409,44,5166.0,1584.0,0.7896281800391389,0,0
14410,80,5166.0,0.0,0.7896281800391389,0,0
14411,55,5166.0,2.0,0.0,0,0
14412,64,3500.0,0.3996,0.0,0,0
14413,48,5166.0,1522.0,0.0,0,30
14414,79,10500.0,0.140368,2.0,0,0
14415,72,5166.0,2328.0,0.0,0,0
14416,53,5000.0,0.0,0.0,0,0
14417,51,3901.0,0.707073,2.0,0,0
14418,53,5166.0,3577.0,0.0,0,0
14419,63,12500.0,0.312535,0.0,0,0
14420,23,1000.0,0.32967,0.0,0,0
14421,29,5166.0,1333.0,0.7896281800391389,0,60
14422,79,4875.0,0.373872,0.0,0,0
14423,52,8708.0,0.379837,1.0,0,0
14424,56,7900.0,0.129477,1.0,0,0
14425,58,5166.0,2328.0,0.0,0,0
14426,68,11885.0,0.122581,1.0,0,60
14427,73,8500.0,0.006823,1.0,0,0
14428,50,17000.0,0.068467,3.0,0,0
14429,33,3885.0,0.229027,0.0,0,0
14430,49,6847.0,0.415742,3.0,0,0
14431,37,3000.0,0.002333,0.0,0,60
14432,60,4000.0,0.504874,2.0,0,0
14433,45,10000.0,0.037196,4.0,0,0
14434,59,5100.0,0.03117,1.0,0,90
14435,30,5166.0,578.0,0.0,0,0
14436,60,25000.0,0.266709,1.0,0,0
14437,37,7550.0,0.333731,4.0,0,30
14438,59,5285.0,0.256905,0.0,0,0
14439,67,2500.0,0.531387,0.0,0,0
14440,54,4800.0,0.270152,2.0,0,0
14441,50,0.0,90.0,4.0,0,0
