age,monthly_revenue,debt_ratio,rated_exposure,serious_delinquencies_in_past_2_years,composite_overdue
-0.36,-1.0467,-0.3335,-0.7212,1,0
-1.1117,-0.2005,0.3137,1.1777,0,0
-0.565,-0.396,-0.3332,-0.7212,0,0
0.1183,-0.2005,5.2465,-0.7212,0,0
-0.0183,-0.8808,-0.333,1.1777,0,0
-0.0183,1.1503,-0.3333,-0.7212,0,30
-1.7267,-0.9574,-0.3335,0.2283,1,0
-1.7267,-0.2005,-0.29,-0.7212,1,60
-0.6334,-0.8808,-0.3328,1.1777,0,0
-0.9067,-0.4557,-0.3326,-0.7212,0,30
1.075,-0.6001,-0.3333,-0.7212,0,0
-0.6334,-0.2005,-0.3335,-0.7212,1,60
0.8017,0.7778,-0.3335,-0.7212,0,0
0.7334,-0.4343,-0.3335,0.2283,0,0
-0.4284,-0.7532,-0.3314,1.1777,0,0
0.5967,1.4157,-0.3333,-0.7212,0,0
0.05,-1.1549,-0.333,3.0766,1,120
1.3484,-0.3705,-0.3335,-0.7212,0,0
-0.6334,-0.1791,-0.3332,-0.7212,0,0
-0.8384,0.8416,-0.3335,-0.7212,1,0
-0.2233,-0.9637,-0.3334,-0.7212,1,0
-1.1117,-0.3705,-0.3331,-0.7212,0,90
0.665,1.1179,-0.3331,0.2283,0,0
-1.3851,1.2626,-0.3334,0.2283,0,0
-1.8634,-0.2005,0.2603,0.0285,0,0
0.3233,0.3098,-0.3333,0.2283,1,30
-1.4534,-0.5236,-0.3333,-0.7212,1,30
-1.3851,-0.9591,-0.3334,-0.7212,0,0
1.2117,0.6247,-0.3333,-0.7212,0,0
-0.0183,0.4716,-0.3332,1.1777,0,0
0.8017,1.033,-0.3332,-0.7212,1,0
1.5534,-0.2005,-0.108,-0.7212,0,30
-1.4534,-0.2005,-0.3096,-0.7212,0,0
-0.0183,-0.2005,1.9863,-0.7212,0,0
0.7334,0.2287,-0.3324,-0.7212,1,0
-0.0183,-0.2005,3.052,-0.7212,1,0
2.2368,-0.2005,2.4145,0.0285,0,0
-0.6334,0.1399,-0.3332,0.2283,1,0
-0.565,-0.2684,-0.3329,2.1271,1,30
-1.5901,-0.4981,-0.3332,-0.7212,0,0
0.1183,1.024,-0.333,-0.7212,1,210
0.1183,-0.6512,-0.333,0.2283,0,0
-0.36,-0.2005,0.4706,0.0285,1,30
-1.7267,-0.768,-0.3334,1.1777,1,120
0.3917,6.9868,-0.3334,1.1777,0,0
0.5967,-0.2005,6.6587,-0.7212,0,30
1.8267,-1.2013,-0.3325,-0.7212,1,120
2.1001,-1.4705,-0.3335,-0.7212,0,0
-0.4967,-0.3705,-0.333,0.2283,1,420
0.87,-0.2005,0.4445,0.0285,0,0
1.075,-0.2005,0.7376,-0.7212,0,0
0.5967,0.354,-0.3333,-0.7212,0,0
-1.3167,-0.9755,-0.3335,-0.7212,1,0
-0.565,-0.2005,1.6071,0.0285,0,0
0.05,-0.2005,1.9776,0.0285,0,0
1.5534,0.2675,-0.3335,-0.7212,0,0
0.87,0.2675,-0.3331,-0.7212,1,0
-0.77,2.8191,-0.3333,2.1271,0,0
0.3917,-1.1105,-0.3328,-0.7212,0,0
1.1434,0.2598,-0.3333,-0.7212,0,0
-1.7267,-0.9063,-0.3334,-0.7212,0,0
0.5967,-0.6683,-0.333,0.2283,0,630
-0.36,-0.9362,-0.3333,1.1777,0,60
-0.565,-0.0033,-0.3335,2.1271,0,0
0.1867,-0.2429,-0.333,-0.7212,1,30
1.2117,0.395,-0.3331,0.2283,0,0
0.5967,-0.5963,-0.3334,-0.7212,1,0
-0.0867,-0.9063,-0.3332,-0.7212,1,210
0.5284,5.626,-0.3325,-0.7212,1,120
-0.155,0.2269,-0.3332,3.0766,0,0
-1.1801,-0.2005,-0.011,-0.7212,0,0
1.8951,-0.2005,-0.0993,-0.7212,0,0
-0.8384,1.3134,-0.3334,3.0766,0,0
-0.2233,1.7985,-0.3335,-0.7212,0,0
-0.2917,-0.3577,-0.3332,2.1271,1,150
-0.7017,0.4119,-0.3328,2.1271,1,0
0.255,8.2627,-0.3332,-0.7212,0,0
0.05,1.7283,-0.3335,-0.7212,0,30
-0.565,-0.7892,-0.3331,0.2283,0,0
-0.155,0.6091,-0.3332,0.2283,1,30
-0.975,-0.2005,0.4368,-0.7212,0,0
-0.4284,-0.2005,-0.1734,-0.7212,0,30
1.0067,-0.8642,-0.3328,0.2283,0,0
1.8267,-0.8808,-0.3335,-0.7212,0,0
0.1183,-0.2005,2.6695,-0.7212,1,0
-0.2917,-1.5187,1.0296,-0.7212,1,150
-0.4284,1.369,-0.3333,-0.7212,0,0
-0.0183,0.1707,-0.3332,-0.7212,0,0
1.4851,0.246,-0.3335,-0.7212,0,0
-0.9067,2.5129,-0.3327,0.2283,1,0
-1.1801,-0.2005,0.1361,0.0285,1,300
-0.2233,-0.7958,-0.3333,-0.7212,0,210
0.7334,-1.0132,-0.3328,-0.7212,0,0
-0.4967,-1.0084,-0.3328,0.2283,0,30
-1.0434,-0.433,-0.3333,0.2283,1,0
0.87,2.0238,-0.3335,-0.7212,0,0
-0.4284,3.2402,-0.3333,1.1777,1,30
0.1867,-0.7149,-0.3328,-0.7212,0,0
-0.7017,-0.3493,-0.333,1.1777,0,0
0.665,1.0531,-0.3332,2.1271,0,30
1.2117,-1.136,-0.3334,1.1777,0,90
1.1434,0.1422,-0.3332,1.1777,0,0
-1.5217,-0.9574,-0.3332,0.2283,1,30
-0.2233,-1.0046,-0.3333,-0.7212,1,270
0.5967,2.3088,-0.3334,-0.7212,0,0
1.7584,-0.2005,1.9275,-0.7212,0,0
0.3233,2.2945,-0.3333,0.2283,0,0
-1.1801,-0.0941,-0.3331,0.2283,1,0
-0.2233,-0.5789,-0.3329,3.0766,1,30
0.665,-0.8043,-0.3331,-0.7212,1,30
-0.4284,0.4351,-0.333,0.2283,0,0
-1.1117,0.2886,-0.3331,3.0766,1,120
-1.1801,-0.4725,-0.3329,0.2283,0,180
0.1183,-1.0849,-0.3321,-0.7212,0,90
-0.565,-0.6205,-0.3333,0.2283,0,0
-1.4534,-1.2125,-0.333,-0.7212,1,270
-1.1801,-0.1153,-0.3327,0.2283,1,360
-0.36,-0.6767,-0.3333,1.1777,0,0
-1.5901,-1.0084,-0.3331,-0.7212,0,30
0.1867,-0.2005,4.0915,-0.7212,0,30
0.87,1.5777,-0.3332,0.2283,0,0
-1.1801,-0.8553,-0.3316,-0.7212,0,0
-0.2917,1.1394,-0.3332,1.1777,0,0
1.7584,-0.6685,-0.3333,-0.7212,0,0
-0.9067,-0.2005,-0.2758,-0.7212,1,0
-1.5901,-0.2429,-0.3329,1.1777,0,0
-0.0867,1.6709,-0.3335,-0.7212,0,0
-0.2233,0.5012,-0.3331,-0.7212,0,0
-0.4967,1.0753,-0.3334,-0.7212,0,180
-1.4534,0.1399,-0.3335,-0.7212,0,0
0.3233,-0.6619,-0.3331,0.2283,1,150
-0.565,0.8416,-0.3333,1.1777,0,0
-0.0183,0.2373,-0.333,2.1271,0,30
1.8267,-1.238,-0.3325,-0.7212,0,0
0.3233,-0.2005,1.6866,-0.7212,0,0
1.28,-0.2005,-0.047,0.0285,1,60
-0.36,0.7538,-0.3334,1.1777,1,0
0.46,-0.2005,2.7098,-0.7212,0,0
-0.155,-0.0819,-0.3334,-0.7212,0,0
0.1867,-0.1628,-0.3324,-0.7212,1,30
0.3233,0.1965,-0.333,-0.7212,0,30
-1.1117,-0.2005,-0.3331,0.2283,1,120
0.5967,-0.2005,2.3045,2.1271,1,60
-0.6334,-0.3705,-0.3332,1.1777,1,30
-0.77,0.5226,-0.3329,2.1271,1,210
0.665,-0.2005,1.5711,-0.7212,1,300
1.4167,-0.7568,-0.3334,0.2283,0,0
-1.3851,-0.9512,-0.3332,-0.7212,0,0
1.7584,-0.2005,0.6155,-0.7212,0,0
-0.9067,-0.4131,-0.3332,-0.7212,0,0
0.1183,0.8903,-0.3333,0.2283,0,0
-0.77,-0.2005,2.894,-0.7212,0,0
-1.7267,-0.9472,-0.3333,-0.7212,1,0
1.0067,-0.2005,5.6464,0.2283,0,0
1.5534,-0.2005,1.727,-0.7212,0,0
-0.155,0.5992,-0.3332,0.2283,0,0
-0.4967,-0.0387,-0.3332,0.2283,0,0
0.7334,-0.2005,1.2628,-0.7212,1,30
1.0067,0.492,-0.3329,-0.7212,0,0
-0.565,-0.0513,-0.3327,-0.7212,1,1110
-1.2484,-0.3705,-0.3329,3.0766,1,390
0.05,-0.7915,-0.3329,1.1777,0,60
0.8017,-0.2005,3.5957,-0.7212,0,0
0.9384,-0.7542,-0.3329,-0.7212,1,90
-0.155,0.024,-0.333,-0.7212,1,330
-0.8384,-0.3577,-0.3335,1.1777,1,30
-1.0434,-0.7744,-0.3334,0.2283,0,90
-1.7267,-0.7782,-0.3335,-0.7212,0,0
-0.155,6.7743,-0.3334,1.1777,0,0
1.0067,4.0651,-0.3326,-0.7212,0,30
-1.3167,-0.2005,1.5134,0.0285,1,270
-0.7017,-0.6601,-0.3322,1.1777,0,0
0.3233,-0.6708,-0.3327,0.2283,0,0
0.5967,1.6459,-0.3332,0.2283,0,0
0.5967,1.1605,-0.3335,-0.7212,0,0
-1.4534,-0.5618,-0.3334,-0.7212,1,0
1.3484,-0.9262,-0.3326,-0.7212,0,0
-1.4534,0.0291,-0.333,-0.7212,1,240
-1.4534,-0.3705,-0.3331,1.1777,1,120
-1.4534,0.2037,-0.333,-0.7212,0,0
1.5534,-0.9872,-0.3335,-0.7212,0,0
-0.36,-0.9038,-0.3324,-0.7212,1,0
1.0067,0.5226,-0.3332,-0.7212,0,0
0.3917,1.1391,-0.3334,1.1777,0,30
0.665,-0.2429,-0.3334,-0.7212,1,120
1.3484,-0.396,-0.3305,-0.7212,1,0
0.9384,1.2881,-0.3332,-0.7212,0,0
-0.2233,-0.2005,2.214,-0.7212,0,0
-0.0867,-0.7532,-0.3329,0.2283,1,0
-0.2917,-0.7545,-0.3329,1.1777,1,90
0.87,-0.6256,-0.3333,-0.7212,0,0
1.9634,-0.2005,-0.3325,-0.7212,0,0
-1.1801,-0.2003,-0.333,-0.7212,0,0
1.2117,-0.2005,1.4044,-0.7212,0,30
-0.155,0.9901,-0.3333,1.1777,0,0
-0.565,0.0572,-0.3331,0.2283,0,30
1.5534,-0.9574,-0.3332,0.2283,0,0
1.075,-0.126,-0.3331,-0.7212,0,0
0.255,-0.1281,-0.3329,2.1271,1,210
0.87,1.7056,-0.3333,-0.7212,0,0
-0.565,-0.2005,1.0863,-0.7212,0,0
0.3233,-1.1393,-0.3291,-0.7212,1,150
-2.0001,-0.2005,-0.1025,0.0285,1,0
-0.0867,-0.2005,-0.3281,-0.7212,0,0
0.7334,-0.2005,1.5908,-0.7212,0,0
0.5284,-0.2005,3.4039,-0.7212,0,0
-0.155,0.9352,-0.3332,-0.7212,1,270
-0.975,2.564,-0.3329,1.1777,1,0
0.5967,0.0628,-0.3331,0.2283,0,0
0.3917,-0.2005,0.6308,-0.7212,0,30
-0.77,0.1909,-0.3332,1.1777,0,0
0.05,-0.1918,-0.3327,-0.7212,1,150
-0.2917,1.2368,-0.3332,0.2283,0,0
-0.975,-0.0898,-0.3324,1.1777,1,240
0.5284,1.4157,-0.3334,0.2283,0,0
-0.4967,2.9467,-0.3332,1.1777,1,570
0.1183,0.1822,-0.3334,0.2283,1,30
-0.0183,-0.4473,-0.3323,0.2283,0,30
1.0067,-1.0298,-0.333,-0.7212,0,60
-0.8384,-0.2005,0.8553,-0.7212,0,0
1.8951,-0.3776,-0.3331,-0.7212,0,0
-0.565,0.714,-0.333,-0.7212,0,0
-1.7951,-1.3095,-0.3327,-0.7212,0,0
1.4851,0.0358,-0.3331,0.2283,0,0
1.6901,-0.2005,-0.3085,0.0285,0,0
0.1867,0.5226,-0.3332,0.2283,0,60
1.075,1.9261,-0.333,-0.7212,0,0
0.3917,-0.2429,-0.3329,-0.7212,0,60
-0.2233,1.403,-0.3335,-0.7212,0,0
0.87,-0.1367,-0.3334,0.2283,0,0
0.87,-0.0515,-0.3326,0.2283,1,270
-0.2917,-0.8795,-0.3334,2.1271,1,270
1.3484,-0.8808,-0.3335,-0.7212,0,0
-0.36,-0.2005,1.375,-0.7212,0,0
-0.4284,-0.0612,-0.3333,-0.7212,1,0
1.0067,-1.3911,-0.3331,-0.7212,0,0
-1.6584,-0.2005,0.0707,-0.7212,0,0
2.3051,1.145,-0.3335,-0.7212,0,0
0.46,0.1445,-0.3332,-0.7212,1,0
0.1867,0.7564,-0.3331,1.1777,0,30
0.05,-0.2005,2.432,2.1271,0,0
-0.2233,-0.6718,-0.3331,-0.7212,1,390
1.4851,-0.2005,1.3924,0.0285,0,0
-1.1801,0.7778,-0.3334,0.2283,1,60
-1.5217,-0.447,-0.3328,0.2283,0,0
1.8267,0.1399,-0.3333,0.2283,0,0
1.4167,-0.345,-0.3331,-0.7212,0,0
-0.4967,-0.396,-0.3333,-0.7212,0,0
-1.1117,0.0082,-0.3332,-0.7212,0,0
-0.9067,1.033,-0.3333,-0.7212,1,0
0.3233,-0.0387,-0.3329,-0.7212,0,0
-0.0867,-0.6256,-0.3331,0.2283,0,30
1.075,-0.1918,-0.3334,-0.7212,0,0
0.05,-0.4725,-0.3331,1.1777,0,60
1.9634,1.033,-0.3334,-0.7212,0,0
-0.975,-0.0594,-0.3334,0.2283,0,0
0.9384,-0.2429,-0.3333,-0.7212,0,0
-1.3851,-0.966,-0.3335,-0.7212,0,0
-0.7017,1.033,-0.3334,1.1777,0,90
-0.7017,-0.8686,-0.3335,2.1271,1,210
0.5967,-0.2005,2.773,-0.7212,0,30
-0.6334,1.1389,-0.3332,1.1777,0,0
-0.77,-0.6272,-0.3333,0.2283,0,0
0.1183,0.344,-0.3333,0.2283,1,600
-0.8384,0.8288,-0.3333,0.2283,0,0
1.5534,-0.2217,-0.3322,0.2283,0,0
-0.0867,1.033,-0.333,1.1777,0,150
-0.4284,0.2675,-0.3331,-0.7212,0,30
2.4418,-0.2778,-0.3335,0.2283,0,0
0.87,0.3024,-0.3333,-0.7212,0,0
0.7334,-0.2005,1.3423,-0.7212,1,150
0.7334,-0.4981,-0.3333,-0.7212,0,0
1.2117,-0.2005,1.4556,-0.7212,0,0
0.5967,0.1248,-0.3331,1.1777,1,210
-0.4284,-0.2005,5.4829,-0.7212,1,60
0.255,-0.5618,-0.3331,-0.7212,0,0
0.1183,0.5226,-0.3329,-0.7212,1,0
0.7334,0.5737,-0.3332,0.2283,0,0
0.9384,0.9054,-0.3332,0.2283,0,0
1.9634,-1.3911,-0.333,-0.7212,0,150
-1.3167,-0.8043,-0.3333,-0.7212,1,30
0.46,-0.2005,2.4025,0.2283,0,0
-1.7951,-1.1743,-0.3333,-0.7212,0,0
1.1434,-0.8808,-0.3321,-0.7212,1,30
-0.2917,-0.7532,-0.3331,2.1271,0,60
-1.2484,-0.7438,-0.3331,-0.7212,1,390
-0.77,-0.6614,-0.333,-0.7212,0,60
-0.565,-0.2005,0.4848,0.0285,0,30
0.3917,3.0529,-0.3335,1.1777,0,0
0.1867,-0.4981,-0.3327,-0.7212,0,0
0.5967,-0.8553,-0.3329,-0.7212,1,120
-1.0434,-0.4343,-0.3333,0.2283,1,0
1.075,-0.9683,-0.3331,-0.7212,0,0
-0.155,-0.5746,-0.3323,2.1271,0,60
0.87,-0.57,-0.333,0.2283,0,0
-0.975,-0.1791,-0.3329,-0.7212,0,0
0.8017,-0.0303,-0.3335,-0.7212,0,0
-0.36,-0.0666,-0.3334,1.1777,1,330
-0.7017,0.4971,-0.333,2.1271,1,0
-0.155,-0.6652,-0.3328,-0.7212,0,0
-0.975,-0.0196,-0.333,-0.7212,0,0
0.5967,0.4035,-0.3331,1.1777,1,0
0.1183,-0.4725,-0.333,1.1777,1,510
1.1434,0.0233,-0.3333,-0.7212,0,0
0.255,2.0536,-0.3333,3.0766,1,210
-0.0183,0.4461,-0.3332,-0.7212,0,0
-1.2484,-0.2005,2.214,-0.7212,0,30
-0.975,0.1292,-0.3333,0.2283,1,0
0.5967,-0.2005,2.1062,-0.7212,0,0
-0.4967,-0.6683,-0.3328,1.1777,0,0
0.1867,1.639,-0.3332,-0.7212,0,0
-1.5901,-0.4412,-0.3335,2.1271,1,150
0.5284,0.7012,-0.3334,-0.7212,0,0
0.1183,-1.1105,-0.3333,-0.7212,1,390
1.0067,-1.1737,-0.3334,-0.7212,0,0
0.8017,0.4229,-0.3331,-0.7212,0,0
-1.5217,-0.5598,-0.3333,-0.7212,0,60
-1.1801,-0.1385,-0.3334,-0.7212,1,360
-0.7017,-0.0268,-0.3334,-0.7212,0,0
-0.7017,-0.2005,1.1538,-0.7212,1,450
0.7334,-0.7532,-0.333,-0.7212,1,0
0.3917,-0.2005,2.408,-0.7212,0,30
-0.4967,0.799,-0.3333,2.1271,0,0
-0.7017,0.9903,-0.3329,-0.7212,0,0
-0.155,-0.2005,2.2565,2.1271,1,150
0.05,-0.4981,-0.3326,-0.7212,1,0
-0.2233,-0.7022,-0.333,0.2283,0,0
0.8017,-0.2174,-0.3331,-0.7212,0,0
-0.36,0.6966,-0.3333,1.1777,0,30
-0.565,1.6428,-0.3334,1.1777,0,0
-1.0434,0.6196,-0.3329,2.1271,0,30
-2.0001,-1.0339,-0.3333,-0.7212,1,0
0.1183,-0.595,-0.3335,0.2283,1,60
-0.975,-0.2005,3.7831,-0.7212,1,150
0.3233,0.8214,-0.3329,2.1271,1,60
-0.565,2.8493,-0.3329,0.2283,1,240
1.8267,2.564,-0.3335,-0.7212,0,270
1.075,-0.2005,-0.2213,-0.7212,0,0
0.5284,-0.3194,-0.333,0.2283,0,0
-0.2233,-1.0786,-0.3332,1.1777,0,0
-0.4967,-0.0303,-0.3333,-0.7212,1,120
-1.6584,-1.4805,-0.3326,-0.7212,1,90
-0.36,-0.6185,-0.3334,0.2283,1,0
-1.3167,-0.7787,-0.3333,2.1271,1,0
-0.7017,-1.5187,1.8795,0.2283,0,0
0.7334,0.1092,-0.3334,-0.7212,0,0
-0.0183,-0.7532,-0.3325,-0.7212,1,30
-1.5901,-0.9711,-0.3333,1.1777,1,90
-1.3851,-0.4572,-0.3331,-0.7212,0,0
-0.7017,-0.6922,-0.3334,-0.7212,0,30
-0.36,-0.7787,-0.333,0.2283,0,0
-0.4284,1.6709,-0.333,3.0766,0,0
0.5284,0.765,-0.3332,-0.7212,1,450
-0.0867,0.8587,-0.3332,0.2283,0,0
0.8017,-0.8553,-0.333,-0.7212,0,0
0.1183,0.3195,-0.3335,-0.7212,0,0
-1.2484,-0.2005,0.1601,-0.7212,1,240
0.8017,1.2029,-0.3335,2.1271,0,0
-0.0867,0.0123,-0.3322,2.1271,1,0
-0.155,-0.2005,0.0664,0.2283,0,0
-0.0867,-0.2005,2.8221,-0.7212,0,0
-0.4967,0.1654,-0.3335,0.2283,1,150
-1.0434,-0.3705,-0.3332,-0.7212,0,30
0.5967,-0.2643,-0.333,0.2283,1,150
2.2368,-0.2005,5.192,0.0285,0,0
-1.1117,0.2675,-0.3324,-0.7212,0,0
1.1434,1.5474,-0.3334,-0.7212,0,0
0.1867,1.033,-0.3333,-0.7212,1,60
-0.0183,-0.4981,-0.3335,-0.7212,0,0
-0.0183,-0.7277,-0.3334,-0.7212,0,30
1.6901,-0.2005,1.7008,-0.7212,1,150
0.665,-1.2253,-0.3325,0.2283,0,0
-1.4534,-0.7532,-0.3334,-0.7212,0,0
-1.4534,0.1054,-0.3334,2.1271,1,0
-1.1117,-0.345,-0.3334,-0.7212,0,0
0.05,-0.2005,3.2535,-0.7212,0,0
0.5284,1.0159,-0.3329,-0.7212,0,0
0.87,-0.8808,-0.3333,-0.7212,0,0
-0.975,-0.7573,-0.3332,0.2283,0,0
-1.3167,0.0761,-0.3329,0.2283,0,0
0.5284,3.8143,-0.3329,1.1777,1,0
0.1867,0.2675,-0.3332,1.1777,0,90
-0.7017,0.1161,-0.3332,1.1777,1,660
0.1183,0.2195,-0.3332,-0.7212,0,0
0.05,-0.2005,-0.3172,-0.7212,0,30
1.4851,-0.8145,-0.3326,-0.7212,1,60
-0.9067,-0.7109,-0.3334,1.1777,0,0
0.255,-0.2005,1.2889,-0.7212,1,780
-0.0183,-0.5399,-0.3333,1.1777,0,0
-0.8384,-0.4424,-0.3328,-0.7212,1,0
1.28,-0.2005,1.5711,-0.7212,0,0
-1.2484,1.033,-0.3335,1.1777,0,0
-0.6334,-0.2005,1.7673,-0.7212,1,90
0.5284,-1.136,-0.3335,-0.7212,0,0
1.6901,0.6076,-0.3334,-0.7212,0,0
1.4167,-0.2005,7.7211,0.2283,0,0
-1.5217,-0.9438,-0.3335,-0.7212,0,90
-0.7017,-0.2005,0.0282,-0.7212,0,0
-0.36,2.0536,-0.3331,1.1777,1,60
0.46,0.2675,-0.3331,-0.7212,0,30
0.665,-0.2005,1.7041,0.0285,0,0
0.5284,0.4206,-0.3333,-0.7212,0,0
1.075,-0.5067,-0.333,-0.7212,0,30
1.6217,-0.2005,-0.3237,0.0285,0,0
0.87,-0.8808,-0.3335,-0.7212,0,0
-0.4967,-0.2005,2.9147,-0.7212,0,0
0.87,-0.2005,1.144,-0.7212,0,0
-1.4534,-0.7532,-0.3333,-0.7212,1,0
-1.3167,-0.7532,-0.3324,-0.7212,1,30
1.28,0.6487,-0.3332,-0.7212,0,0
-0.4284,-0.2005,0.889,-0.7212,1,90
-0.9067,0.0633,-0.3328,0.2283,1,210
1.8951,-0.2005,-0.2507,-0.7212,0,0
0.3233,-0.1153,-0.3326,1.1777,0,0
-0.4284,-0.7701,-0.3331,-0.7212,0,0
0.3233,-0.2345,-0.3328,-0.7212,0,60
-0.6334,0.9692,-0.3333,0.2283,1,300
-0.0183,-0.2005,2.8155,-0.7212,0,0
-0.0867,-0.2005,3.6284,1.1777,0,0
-0.4284,0.4833,-0.3331,1.1777,1,90
-0.2917,-0.2005,6.7121,1.1777,1,120
-0.565,0.4971,-0.3335,3.0766,0,0
2.0317,-0.9571,-0.3333,-0.7212,0,0
-0.9067,-0.396,-0.3335,1.1777,1,90
-0.2917,-0.3202,-0.3331,-0.7212,0,30
-0.155,0.7523,-0.3332,-0.7212,1,90
-0.975,-0.3016,-0.3328,0.2283,0,0
-1.5901,-1.2636,-0.331,-0.7212,0,0
-0.2917,-0.8936,-0.3326,0.2283,0,0
1.075,2.0792,-0.3333,-0.7212,1,420
1.1434,0.9054,-0.3332,1.1777,0,0
-0.8384,0.1195,-0.3333,-0.7212,1,360
0.5284,1.082,-0.3333,0.2283,0,0
1.6901,-0.5476,-0.3332,-0.7212,0,0
0.665,-0.2939,-0.3334,-0.7212,0,30
-1.3851,-0.9525,-0.3331,-0.7212,0,0
1.8951,3.3387,-0.3332,0.2283,0,0
0.3233,0.7778,-0.333,-0.7212,1,30
-0.36,0.132,-0.3333,-0.7212,0,0
-1.5901,-1.2268,-0.3331,0.2283,0,0
0.05,0.444,-0.3335,-0.7212,0,0
-0.0183,0.9564,-0.3332,-0.7212,0,30
1.4167,-0.2005,1.2301,-0.7212,0,0
0.255,0.8543,-0.3332,-0.7212,0,0
-0.4967,-1.5185,1.5417,1.1777,0,0
-0.7017,1.7015,-0.3333,2.1271,0,0
-1.5901,-0.2429,-0.3333,-0.7212,0,0
-0.4284,0.2812,-0.3335,0.2283,1,60
-1.4534,-0.9318,-0.3334,-0.7212,1,0
-0.0867,-0.6256,-0.3332,-0.7212,0,0
-0.6334,0.2675,-0.3334,1.1777,0,0
-0.8384,0.8628,-0.3332,1.1777,1,180
-1.3851,0.3312,-0.3331,-0.7212,1,0
-1.1117,-0.2005,0.2821,0.0285,0,30
0.5967,-0.3194,-0.333,0.2283,0,0
0.8017,-0.2005,-0.3325,0.0285,0,0
-0.7017,-0.2939,-0.3334,3.0766,1,330
-0.0183,1.2881,-0.3329,1.1777,1,60
1.6901,-0.2005,-0.3335,0.0285,0,0
-0.4284,-0.2005,1.9874,-0.7212,0,0
2.3051,-0.3281,-0.3335,-0.7212,0,0
-0.36,0.4206,-0.3335,0.2283,0,0
0.9384,0.0378,-0.3333,-0.7212,0,30
0.87,-0.8808,-0.3334,-0.7212,0,90
0.46,-0.8808,-0.3322,-0.7212,0,0
0.1183,-0.2005,0.7387,-0.7212,0,0
-1.5217,-0.8384,-0.3335,-0.7212,0,0
-1.4534,-0.2005,1.4371,-0.7212,1,30
0.1183,0.3945,-0.3332,2.1271,0,270
-0.77,-0.1153,-0.3329,0.2283,1,300
0.3233,-0.2556,-0.3328,0.2283,1,0
0.05,0.0506,-0.3331,1.1777,0,0
-0.565,3.2818,-0.3334,2.1271,0,0
0.05,-0.8793,-0.3334,-0.7212,0,0
0.8017,-0.5236,-0.333,-0.7212,1,60
0.05,0.5992,-0.3332,-0.7212,1,0
0.7334,-0.2005,2.1912,0.2283,0,0
0.05,0.5191,-0.3335,-0.7212,0,0
0.665,-0.5746,-0.3335,-0.7212,1,240
-0.2917,-0.5945,-0.3332,-0.7212,0,0
1.1434,0.9799,-0.3328,0.2283,0,0
0.3917,-0.2684,-0.3335,2.1271,0,0
1.9634,-0.2005,1.3489,-0.7212,0,0
0.1183,2.5068,-0.3333,-0.7212,0,0
-1.5901,-1.0084,-0.3333,0.2283,0,60
-0.2233,-0.0474,-0.3332,0.2283,1,0
-0.9067,-0.3705,-0.3316,-0.7212,1,1320
-1.3851,-0.3493,-0.3334,1.1777,1,90
0.5967,-0.2005,3.9716,2.1271,0,0
0.1183,2.6234,-0.3335,1.1777,0,0
1.4167,-0.7532,-0.3335,-0.7212,0,0
1.6901,6.1363,-0.3333,0.2283,0,0
2.6468,-0.7277,-0.3335,-0.7212,0,0
0.9384,-0.6387,-0.3333,0.2283,0,30
-1.4534,0.5709,-0.3335,-0.7212,0,30
0.05,-0.8808,-0.3321,-0.7212,0,30
-0.2233,-0.2005,6.5028,-0.7212,0,90
-0.6334,1.3647,-0.3333,1.1777,1,150
-0.7017,-0.5067,-0.3332,1.1777,0,30
0.05,1.5433,-0.3332,1.1777,0,0
0.255,0.2419,-0.3329,-0.7212,1,60
1.8267,-0.2005,-0.29,-0.7212,0,0
-0.7017,0.5466,-0.3334,1.1777,1,90
-1.3167,-0.6256,-0.3331,0.2283,0,120
0.665,-1.3146,-0.3321,-0.7212,1,90
-1.1117,-0.9063,-0.3335,-0.7212,1,180
0.87,-0.3067,-0.3335,-0.7212,0,0
-1.4534,-0.2429,-0.3335,-0.7212,0,0
0.3917,1.033,-0.3331,-0.7212,0,30
0.87,-0.2005,1.0329,-0.7212,0,0
-0.0867,-0.2005,2.0811,-0.7212,0,0
1.2117,-0.3712,-0.3335,-0.7212,0,0
0.5284,0.8839,-0.3332,-0.7212,0,0
0.5967,-0.5618,-0.3329,-0.7212,0,0
-1.3167,-0.0303,-0.3333,-0.7212,0,60
0.05,-0.2005,2.9811,-0.7212,1,0
1.3484,-0.2005,1.2181,-0.7212,0,0
0.3233,-0.4557,-0.3334,-0.7212,0,0
0.5967,-0.4981,-0.3335,-0.7212,0,0
-0.0183,0.4716,-0.3332,-0.7212,0,60
-1.7951,-1.1105,-0.3334,-0.7212,0,0
-1.5217,-0.8721,-0.3334,-0.7212,0,0
-0.77,0.6288,-0.3333,1.1777,1,150
0.3917,5.0136,-0.3335,0.2283,1,30
-0.6334,-1.1615,-0.3335,-0.7212,0,0
-0.4967,-0.7009,-0.3333,1.1777,0,30
-0.8384,-0.8946,-0.3334,2.1271,1,90
0.8017,0.9054,-0.3331,-0.7212,0,0
-0.2917,-1.0849,-0.3313,1.1777,1,0
-0.9067,-0.2005,0.7354,-0.7212,0,0
-0.2233,-0.3705,-0.3322,0.2283,0,0
-0.975,-1.0084,-0.333,0.2283,0,0
0.5284,-1.5185,1.0269,-0.7212,0,0
